transcript	CCL	CL	CT	T
atlasMiR-161942-3p_CGG#3	0.000000000	0.000000000	0.007288279	0.000000000
atlasMiR-161942-5p_CGG#3	0.000000000	0.000000000	0.007288279	0.000000000
atlasMiR-161947-5p_CGGGG#2	0.000000000	0.000000000	0.007282837	0.000000000
atlasMiR-161947-3p_CGGGG#2	0.000000000	0.000000000	0.007278876	0.000000000
atlasMiR-161952_CGGGG#3	0.0132724	0.0000000	0.0000000	0.0000000
atlasMiR-161952-3p_CGGGG#3	0.01325123	0.00000000	0.00000000	0.00000000
atlasMiR-161952-5p_CGGGG#3	0.01325123	0.00000000	0.00000000	0.00000000
atlasMiR-161960_CGG#2	0.009616823	0.000000000	0.000000000	0.007036976
atlasMiR-161960-5p_CGG#2	0.0000000	0.0000000	0.0000000	0.0257113
atlasMiR-161960-3p_CGG#2	0.000000000	0.000000000	0.007193244	0.000000000
atlasMiR-161961-5p_CCGGG#2	0.0000000	0.0000000	0.0000000	0.0255069
atlasMiR-79038-5p_CGGG#4	0.003764530	0.000000000	0.004399729	0.002462888
atlasMiR-79038-3p_CGGG#4	0.000000000	0.000000000	0.007143155	0.000000000
atlasMiR-79046-5p_CGG#4	0.000000000	0.000000000	0.007143155	0.000000000
atlasMiR-161968-5p_CGG#4	0.000000000	0.000000000	0.007143155	0.000000000
atlasMiR-79046-3p_CGG#4	0.000000000	0.000000000	0.007143155	0.000000000
atlasMiR-161972-5p_CGGGG#2	0.000000000	0.000000000	0.007143155	0.000000000
atlasMiR-161972-3p_CGGGG#2	0.000000000	0.000000000	0.007143155	0.000000000
atlasMiR-161981-3p_CGGGG#3	0.000000000	0.000000000	0.002216921	0.017553468
atlasMiR-161981-5p_CGGGG#3	0.000000000	0.000000000	0.007133307	0.000000000
atlasMiR-161982-5p_CGGGG#3	0.01291398	0.00000000	0.00000000	0.00000000
atlasMiR-161982-3p_CGGGG#3	0.01289458	0.00000000	0.00000000	0.00000000
atlasMiR-161984-5p_CGGGG#4	0.000000000	0.000000000	0.007059517	0.000000000
atlasMiR-161983-3p_CGGGG#4	0.01284748	0.00000000	0.00000000	0.00000000
atlasMiR-161983-5p_CGGGG#4	0.000000000	0.000000000	0.007040768	0.000000000
atlasMiR-161986_CGG#4	0.000000000	0.000000000	0.007040768	0.000000000
atlasMiR-161986-5p_CGG#4	0.000000000	0.000000000	0.007040768	0.000000000
atlasMiR-161990-3p_CCGGG#4	0.00000000	0.00000000	0.00000000	0.02507839
atlasMiR-161990-5p_CCGGG#4	0.00000000	0.00000000	0.00000000	0.02502113
atlasMiR-79077-5p_CGGGG#4	0.00000000	0.00000000	0.00701382	0.00000000
atlasMiR-79077-3p_CGGGG#4	0.005184428	0.000000000	0.004156650	0.000000000
atlasMiR-79078-3p_CGGGG#4	0.000000000	0.000000000	0.006995554	0.000000000
atlasMiR-162003_CCGGG#3	0.00000000	0.00000000	0.00694133	0.00000000
atlasMiR-162003-5p_CCGGG#3	0.00000000	0.00000000	0.00694133	0.00000000
atlasMiR-162003-3p_CCGGG#3	0.01265351	0.00000000	0.00000000	0.00000000
atlasMiR-162004-5p_CGGGG#4	0.01265351	0.00000000	0.00000000	0.00000000
atlasMiR-162004-3p_CGGGG#4	0.01265351	0.00000000	0.00000000	0.00000000
atlasMiR-162005_CGGGG#3	0.01265351	0.00000000	0.00000000	0.00000000
atlasMiR-162005-5p_CGGGG#3	0.007350998	0.000000000	0.002899728	0.000000000
atlasMiR-162005-3p_CGGGG#3	0.008012522	0.000000000	0.000000000	0.008887896
atlasMiR-79095-5p_CGGGG#4	0.01255173	0.00000000	0.00000000	0.00000000
atlasMiR-79095-3p_CGGGG#4	0.000000000	0.000000000	0.006871189	0.000000000
atlasMiR-162015-3p_CGGGG#1	0.01252863	0.00000000	0.00000000	0.00000000
atlasMiR-162015-5p_CGGGG#1	0.01252144	0.00000000	0.00000000	0.00000000
atlasMiR-79101-5p_CG#1	0.000000000	0.000000000	0.006848988	0.000000000
atlasMiR-79102-3p_CG#1	0.000000000	0.000000000	0.006848988	0.000000000
atlasMiR-79104-5p_CGGGG#4	0.000000000	0.000000000	0.006848988	0.000000000
atlasMiR-79104-3p_CGGGG#4	0.01248206	0.00000000	0.00000000	0.00000000
atlasMiR-162017-3p_CGGGG#3	0.00000000	0.00000000	0.00000000	0.02437886
atlasMiR-162017-5p_CGGGG#3	0.01246048	0.00000000	0.00000000	0.00000000
atlasMiR-162020_CGGGG#4	0.00000000	0.00000000	0.00000000	0.02435477
atlasMiR-162020-3p_CGGGG#4	0.01244423	0.00000000	0.00000000	0.00000000
atlasMiR-162020-5p_CGGGG#4	0.01243137	0.00000000	0.00000000	0.00000000
atlasMiR-162022_CCGGG#2	0.00000000	0.00000000	0.00000000	0.02428135
atlasMiR-162022-3p_CCGGG#2	0.00000000	0.00000000	0.00000000	0.02427005
atlasMiR-162022-5p_CCGGG#2	0.00000000	0.00000000	0.00285055	0.01403667
atlasMiR-162023-5p_CCGGG#4	0.00000000	0.00000000	0.00000000	0.02418713
atlasMiR-162023-3p_CCGGG#4	0.00000000	0.00000000	0.00000000	0.02417403
atlasMiR-162025-5p_CGGGG#4	0.00000000	0.00000000	0.00677409	0.00000000
atlasMiR-162025-3p_CGGGG#4	0.01233126	0.00000000	0.00000000	0.00000000
atlasMiR-162028-3p_CGGGG#4	0.01233126	0.00000000	0.00000000	0.00000000
atlasMiR-162028-5p_CGGGG#4	0.01231881	0.00000000	0.00000000	0.00000000
atlasMiR-162032-3p_CGGG#2	0.01231881	0.00000000	0.00000000	0.00000000
atlasMiR-162032-5p_CGGG#2	0.01231721	0.00000000	0.00000000	0.00000000
atlasMiR-162034-5p_CGG#3	0.01231505	0.00000000	0.00000000	0.00000000
atlasMiR-162034-3p_CGG#3	0.01231505	0.00000000	0.00000000	0.00000000
atlasMiR-162035_CGG#5	0.01231505	0.00000000	0.00000000	0.00000000
atlasMiR-162035-5p_CGG#5	0.007714158	0.000000000	0.000000000	0.008887896
atlasMiR-162035-3p_CGG#5	0.000000000	0.000000000	0.006717279	0.000000000
atlasMiR-79108_CGGGG#4	0.00000000	0.00000000	0.00000000	0.02393999
atlasMiR-79108-5p_CGGGG#4	0.0000000	0.0000000	0.0067087	0.0000000
atlasMiR-79108-3p_CGGGG#4	0.0000000	0.0000000	0.0067087	0.0000000
atlasMiR-79109-5p_CGGGG#4	0.0000000	0.0000000	0.0067087	0.0000000
atlasMiR-79109-3p_CGGGG#4	0.0000000	0.0000000	0.0067087	0.0000000
atlasMiR-162037-5p_CGGGG#2	0.01222175	0.00000000	0.00000000	0.00000000
atlasMiR-162037-3p_CGGGG#2	0.00000000	0.00000000	0.00295775	0.01332989
atlasMiR-79119-5p_CGGGG#3	0.000000000	0.000000000	0.006696015	0.000000000
atlasMiR-79119-3p_CGGGG#3	0.000000000	0.000000000	0.006679263	0.000000000
atlasMiR-79125-5p_CGG#5	0.000000000	0.000000000	0.006679263	0.000000000
atlasMiR-79125-3p_CGG#5	0.01217317	0.00000000	0.00000000	0.00000000
atlasMiR-162050_CGGG#4	0.00000000	0.00000000	0.00000000	0.02378758
atlasMiR-162050-3p_CGGG#4	0.00000000	0.00000000	0.00000000	0.02378758
atlasMiR-162050-5p_CGGG#4	0.00000000	0.00000000	0.00000000	0.02378758
atlasMiR-162057-5p_CCGGG#4	0.00000000	0.00000000	0.00000000	0.02378758
atlasMiR-162057-3p_CCGGG#4	0.00000000	0.00000000	0.00000000	0.02378758
atlasMiR-79144-5p_CCGGG#4	0.000000000	0.000000000	0.006666515	0.000000000
atlasMiR-79144-3p_CCGGG#4	0.000000000	0.000000000	0.006591243	0.000000000
atlasMiR-79148-5p_CGG#4	0.01201276	0.00000000	0.00000000	0.00000000
atlasMiR-79148-3p_CGG#4	0.01201276	0.00000000	0.00000000	0.00000000
atlasMiR-79149-5p_CGG#4	0.000000000	0.000000000	0.006577841	0.000000000
atlasMiR-79149-3p_CGG#4	0.0119362	0.0000000	0.0000000	0.0000000
atlasMiR-79153-5p_CGGGG#2	0.0119362	0.0000000	0.0000000	0.0000000
atlasMiR-79153-3p_CGGGG#2	0.000000000	0.000000000	0.006542098	0.000000000
atlasMiR-79154-5p_CGGGG#4	0.000000000	0.000000000	0.006542098	0.000000000
atlasMiR-79154-3p_CGGGG#4	0.000000000	0.000000000	0.006542098	0.000000000
atlasMiR-79157-5p_CGG#5	0.000000000	0.000000000	0.006542098	0.000000000
atlasMiR-79157-3p_CGG#5	0.00000000	0.00000000	0.00000000	0.02323592
atlasMiR-79158-3p_CGG#5	0.00587288	0.00000000	0.00328892	0.00000000
atlasMiR-79162-5p_CGG#2	0.01186819	0.00000000	0.00000000	0.00000000
atlasMiR-79162-3p_CGG#2	0.00000000	0.00000000	0.00000000	0.02311589
atlasMiR-162091_CGG#5	0.01176205	0.00000000	0.00000000	0.00000000
atlasMiR-162091-3p_CGG#5	0.01176205	0.00000000	0.00000000	0.00000000
atlasMiR-162091-5p_CGG#5	0.01174576	0.00000000	0.00000000	0.00000000
atlasMiR-79168-5p_CGGGG#2	0.01174576	0.00000000	0.00000000	0.00000000
atlasMiR-79168-3p_CGGGG#2	0.01174576	0.00000000	0.00000000	0.00000000
atlasMiR-162102_CCGGG#3	0.01174576	0.00000000	0.00000000	0.00000000
atlasMiR-162102-5p_CCGGG#3	0.01174576	0.00000000	0.00000000	0.00000000
atlasMiR-162102-3p_CCGGG#3	0.000000000	0.000000000	0.006439236	0.000000000
atlasMiR-79172-5p_CGGGG#4	0.01174203	0.00000000	0.00000000	0.00000000
atlasMiR-79172-3p_CGGGG#4	0.0003945018	0.0000000000	0.0061719390	0.0000000000
atlasMiR-162103-5p_CGGGG#4	0.01163715	0.00000000	0.00000000	0.00000000
atlasMiR-79174-5p_CGG#2	0.01163715	0.00000000	0.00000000	0.00000000
atlasMiR-79174-3p_CGG#2	0.000000	0.000000	0.000000	0.022691
atlasMiR-79184-5p_CGG#4	0.01159881	0.00000000	0.00000000	0.00000000
atlasMiR-79184-3p_CGG#4	0.01159881	0.00000000	0.00000000	0.00000000
atlasMiR-79185-5p_CGG#1	0.01159881	0.00000000	0.00000000	0.00000000
atlasMiR-79185-3p_CGG#1	0.000000000	0.000000000	0.006350568	0.000000000
atlasMiR-79189-5p_CGGGG#4	0.01153133	0.00000000	0.00000000	0.00000000
atlasMiR-79189-3p_CGGGG#4	0.000000000	0.000000000	0.006309162	0.000000000
atlasMiR-162119_CGGGG#4	0.01149974	0.00000000	0.00000000	0.00000000
atlasMiR-162119-5p_CGGGG#4	0.01149974	0.00000000	0.00000000	0.00000000
atlasMiR-162119-3p_CGGGG#4	0.01149974	0.00000000	0.00000000	0.00000000
atlasMiR-162121-5p_CGG#4	0.000000000	0.000000000	0.006249977	0.000000000
atlasMiR-162121-3p_CGG#4	0.000000000	0.000000000	0.006248439	0.000000000
atlasMiR-79207-5p_CCGGG#4	0.000000000	0.000000000	0.006240708	0.000000000
atlasMiR-79207-3p_CCGGG#4	0.01136333	0.00000000	0.00000000	0.00000000
atlasMiR-79211-5p_CGGGG#3	0.000000000	0.000000000	0.006226798	0.000000000
atlasMiR-79211-3p_CGGGG#3	0.000000000	0.000000000	0.006220082	0.000000000
atlasMiR-162136-5p_CGG#1	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-162136-3p_CGG#1	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-162140_CGG#1	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-162140-3p_CGG#1	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-162140-5p_CGG#1	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-79251-5p_CGGGG#3	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-79251-3p_CGGGG#3	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-162173-5p_CGGGG#0	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-79273-5p_CGGGG#2	0.00000000	0.00000000	0.00000000	0.02216599
atlasMiR-162173-3p_CGGGG#0	0.00000000	0.00000000	0.00000000	0.02215007
atlasMiR-79273-3p_CGGGG#2	0.00000000	0.00000000	0.00000000	0.02215007
atlasMiR-162181-5p_CCGGG#3	0.00000000	0.00000000	0.00000000	0.02215007
atlasMiR-162181-3p_CCGGG#3	0.00000000	0.00000000	0.00000000	0.02215007
atlasMiR-79284-5p_CCGGG#1	0.00000000	0.00000000	0.00000000	0.02215007
atlasMiR-79284-3p_CCGGG#1	0.00000000	0.00000000	0.00000000	0.02215007
atlasMiR-79285-5p_CGGGG#4	0.00000000	0.00000000	0.00000000	0.02215007
atlasMiR-79285-3p_CGGGG#4	0.000000000	0.000000000	0.006178378	0.000000000
atlasMiR-162259-3p_CGG#5	0.000000000	0.000000000	0.006178378	0.000000000
atlasMiR-162259-5p_CGG#5	0.000000000	0.000000000	0.006178378	0.000000000
atlasMiR-79372-5p_CGGGG#3	0.01126721	0.00000000	0.00000000	0.00000000
atlasMiR-79372-3p_CGGGG#3	0.000000000	0.000000000	0.006177073	0.000000000
atlasMiR-79375-5p_CGGGG#4	0.000000000	0.000000000	0.006171939	0.000000000
atlasMiR-79375-3p_CGGGG#4	0.000000000	0.000000000	0.006132012	0.000000000
atlasMiR-79376-5p_CGGG#4	0.01117294	0.00000000	0.00000000	0.00000000
atlasMiR-79376-3p_CGGG#4	0.01117294	0.00000000	0.00000000	0.00000000
atlasMiR-79394-5p_CGGGG#3	0.00000000	0.00000000	0.00000000	0.02172292
atlasMiR-79394-3p_CGGGG#3	0.00000000	0.00000000	0.00000000	0.02172292
atlasMiR-162291-5p_CGGGG#4	0.00000000	0.00000000	0.00000000	0.02172292
atlasMiR-79430-3p_CGGGG#4	0.00000000	0.00000000	0.00000000	0.02172292
atlasMiR-79446-5p_CGGGG#4	0.00000000	0.00000000	0.00000000	0.02172292
atlasMiR-79446-3p_CGGGG#4	0.0110664	0.0000000	0.0000000	0.0000000
atlasMiR-79451-5p_CGG#3	0.00000000	0.00000000	0.00000000	0.02153514
atlasMiR-79451-3p_CGG#3	0.00000000	0.00000000	0.00000000	0.02145287
atlasMiR-79453-3p_CGGGG#4	0.00000000	0.00000000	0.00000000	0.02145287
atlasMiR-79459-5p_CGGGG#4	0.004421770	0.000000000	0.003592998	0.000000000
atlasMiR-79459-3p_CGGGG#4	0.000000000	0.000000000	0.006011856	0.000000000
atlasMiR-79519_CGG#5	0.000000000	0.000000000	0.006011856	0.000000000
atlasMiR-79519-5p_CGG#5	0.0109519	0.0000000	0.0000000	0.0000000
atlasMiR-79519-3p_CGG#5	0.0109519	0.0000000	0.0000000	0.0000000
atlasMiR-79561_CCGGG#4	0.01089927	0.00000000	0.00000000	0.00000000
atlasMiR-79561-5p_CCGGG#4	0.00000000	0.00000000	0.00596888	0.00000000
atlasMiR-79561-3p_CCGGG#4	0.00000000	0.00000000	0.00596888	0.00000000
atlasMiR-79588-5p_CGGGG#4	0.00000000	0.00000000	0.00596888	0.00000000
atlasMiR-79588-3p_CGGGG#4	0.00000000	0.00000000	0.00596888	0.00000000
atlasMiR-79631-5p_CGGGG#4	0.00000000	0.00000000	0.00596888	0.00000000
atlasMiR-79631-3p_CGGGG#4	0.00000000	0.00000000	0.00596888	0.00000000
atlasMiR-79653_CGGGG#2	0.01085982	0.00000000	0.00000000	0.00000000
atlasMiR-79653-5p_CGGGG#2	0.000000000	0.000000000	0.005937194	0.000000000
atlasMiR-79653-3p_CGGGG#2	0.0000000000	0.0000000000	0.0006536652	0.0188347021
atlasMiR-79655-5p_CGGGG#3	0.000000000	0.000000000	0.005932613	0.000000000
atlasMiR-79655-3p_CGGGG#3	0.007690127	0.000000000	0.001049138	0.002334598
atlasMiR-79656_CGG#4	0.01079721	0.00000000	0.00000000	0.00000000
atlasMiR-79656-5p_CGG#4	0.01078273	0.00000000	0.00000000	0.00000000
atlasMiR-79656-3p_CGG#4	0.01078273	0.00000000	0.00000000	0.00000000
atlasMiR-162553_CGGGG#2	0.0107603	0.0000000	0.0000000	0.0000000
atlasMiR-162553-3p_CGGGG#2	0.0000000	0.0000000	0.0000000	0.0209659
atlasMiR-162553-5p_CGGGG#2	0.0000000	0.0000000	0.0000000	0.0209659
atlasMiR-162554-5p_CGGGG#3	0.000000000	0.000000000	0.005880003	0.000000000
atlasMiR-162554-3p_CGGGG#3	0.00000000	0.00000000	0.00000000	0.02094312
atlasMiR-162555-3p_CGG#5	0.000000000	0.000000000	0.004620632	0.004461872
atlasMiR-162555-5p_CGG#5	0.000000000	0.000000000	0.005867234	0.000000000
atlasMiR-162569-5p_CGG#0	0.000000000	0.000000000	0.005858005	0.000000000
atlasMiR-162569-3p_CGG#0	0.000000000	0.000000000	0.005858005	0.000000000
atlasMiR-162571_CGG#5	0.00000000	0.00000000	0.00585509	0.00000000
atlasMiR-162571-5p_CGG#5	0.004510671	0.000000000	0.003378272	0.000000000
atlasMiR-162571-3p_CGG#5	0.0106682	0.0000000	0.0000000	0.0000000
atlasMiR-162582_CGG#0	0.004112501	0.000000000	0.003586801	0.000000000
atlasMiR-162582-3p_CGG#0	0.01065336	0.00000000	0.00000000	0.00000000
atlasMiR-162582-5p_CGG#0	0.01059625	0.00000000	0.00000000	0.00000000
atlasMiR-79728-5p_CGGGG#4	0.01059625	0.00000000	0.00000000	0.00000000
atlasMiR-162602-3p_CGGGG#4	0.01059625	0.00000000	0.00000000	0.00000000
atlasMiR-162602-5p_CGGGG#4	0.01059625	0.00000000	0.00000000	0.00000000
atlasMiR-79728-3p_CGGGG#4	0.01059625	0.00000000	0.00000000	0.00000000
atlasMiR-79734-5p_CGGG#3	0.01058782	0.00000000	0.00000000	0.00000000
atlasMiR-79734-3p_CGGG#3	0.01058782	0.00000000	0.00000000	0.00000000
atlasMiR-162624-3p_CGGGG#4	0.01058782	0.00000000	0.00000000	0.00000000
atlasMiR-162624-5p_CGGGG#4	0.01058782	0.00000000	0.00000000	0.00000000
atlasMiR-79781-5p_CCGGG#4	0.01053137	0.00000000	0.00000000	0.00000000
atlasMiR-79781-3p_CCGGG#4	0.00000000	0.00000000	0.00577288	0.00000000
atlasMiR-162692-3p_CGGGG#4	0.000000000	0.000000000	0.005766178	0.000000000
atlasMiR-162692-5p_CGGGG#4	0.000000000	0.000000000	0.005766178	0.000000000
atlasMiR-79807-5p_CGGGG#4	0.000000000	0.000000000	0.005766178	0.000000000
atlasMiR-79807-3p_CGGGG#4	0.000000000	0.000000000	0.005766178	0.000000000
atlasMiR-79846-5p_CGGGG#3	0.000000000	0.000000000	0.005763659	0.000000000
atlasMiR-79846-3p_CGGGG#3	0.000000000	0.000000000	0.005755684	0.000000000
atlasMiR-162735-5p_CGG#0	0.007476496	0.000000000	0.001652899	0.000000000
atlasMiR-162735-3p_CGG#0	0.01040176	0.00000000	0.00000000	0.00000000
atlasMiR-162736_CGG#4	0.01039434	0.00000000	0.00000000	0.00000000
atlasMiR-162736-3p_CGG#4	0.01039218	0.00000000	0.00000000	0.00000000
atlasMiR-162736-5p_CGG#4	0.01039218	0.00000000	0.00000000	0.00000000
atlasMiR-162742-3p_CGGG#4	0.01039218	0.00000000	0.00000000	0.00000000
atlasMiR-162742-5p_CGGG#4	0.01038404	0.00000000	0.00000000	0.00000000
atlasMiR-162747-5p_CGGGG#3	0.000000000	0.000000000	0.005691254	0.000000000
atlasMiR-162747-3p_CGGGG#3	0.00000000	0.00000000	0.00000000	0.02022718
atlasMiR-162750_CGGGG#3	0.000000000	0.000000000	0.005670952	0.000000000
atlasMiR-162750-5p_CGGGG#3	0.0103353	0.0000000	0.0000000	0.0000000
atlasMiR-162756-3p_CGGGG#3	0.01033003	0.00000000	0.00000000	0.00000000
atlasMiR-162756-5p_CGGGG#3	0.01033003	0.00000000	0.00000000	0.00000000
atlasMiR-79891-5p_CGCGG#3	0.000000000	0.000000000	0.005637972	0.000000000
atlasMiR-79891-3p_CGCGG#3	0.01023019	0.00000000	0.00000000	0.00000000
atlasMiR-79924-5p_CGGGG#4	0.01020116	0.00000000	0.00000000	0.00000000
atlasMiR-79924-3p_CGGGG#4	0.01020116	0.00000000	0.00000000	0.00000000
atlasMiR-79939-5p_CGG#3	0.0092099908	0.0000000000	0.0005197394	0.0000000000
atlasMiR-79939-3p_CGG#3	0.01012226	0.00000000	0.00000000	0.00000000
atlasMiR-79940-5p_CGGGG#2	0.005335134	0.000000000	0.000000000	0.009315114
atlasMiR-79940-3p_CGGGG#2	0.005520617	0.000000000	0.000000000	0.008923745
atlasMiR-162826_CGG#4	0.0100737	0.0000000	0.0000000	0.0000000
atlasMiR-162826-5p_CGG#4	0.01005645	0.00000000	0.00000000	0.00000000
atlasMiR-162826-3p_CGG#4	0.01002222	0.00000000	0.00000000	0.00000000
atlasMiR-162845-3p_CGG#4	0.0100008	0.0000000	0.0000000	0.0000000
atlasMiR-162845-5p_CGG#4	0.0100008	0.0000000	0.0000000	0.0000000
atlasMiR-79960-5p_CGGGG#4	0.00999492	0.00000000	0.00000000	0.00000000
atlasMiR-79960-3p_CGGGG#4	0.000000000	0.000000000	0.005475869	0.000000000
atlasMiR-79983-5p_CGGG#4	0.000000000	0.000000000	0.005475869	0.000000000
atlasMiR-79983-3p_CGGG#4	0.009957078	0.000000000	0.000000000	0.000000000
atlasMiR-79985-5p_CGGG#3	0.009950531	0.000000000	0.000000000	0.000000000
atlasMiR-79985-3p_CGGG#3	0.009946815	0.000000000	0.000000000	0.000000000
atlasMiR-162885-5p_CCGGG#3	0.009938408	0.000000000	0.000000000	0.000000000
atlasMiR-162885-3p_CCGGG#3	0.000000000	0.000000000	0.005435342	0.000000000
atlasMiR-79996-5p_CGG#5	0.006699058	0.000000000	0.000000000	0.006255283
atlasMiR-79996-3p_CGG#5	0.009895184	0.000000000	0.000000000	0.000000000
atlasMiR-162887-5p_CGGG#3	0.009895184	0.000000000	0.000000000	0.000000000
atlasMiR-162887-3p_CGGG#3	0.000000	0.170634	0.000000	0.000000
atlasMiR-162906-5p_CGG#5	0.00000000	0.00000000	0.00000000	0.01918389
atlasMiR-162905-3p_CGG#5	0.000000000	0.000000000	0.005376111	0.000000000
atlasMiR-162906-3p_CGG#5	0.004903943	0.000000000	0.002675207	0.000000000
atlasMiR-162939-5p_CG#1	0.009758524	0.000000000	0.000000000	0.000000000
atlasMiR-162953-3p_CGCGG#0	0.009758524	0.000000000	0.000000000	0.000000000
atlasMiR-162953-5p_CGCGG#0	0.000000000	0.000000000	0.005330156	0.000000000
atlasMiR-80048_CGG#0	0.000000000	0.000000000	0.005320798	0.000000000
atlasMiR-80048-5p_CGG#0	0.00000000	0.00000000	0.00000000	0.01893431
atlasMiR-80048-3p_CGG#0	0.00000000	0.00000000	0.00000000	0.01888159
atlasMiR-162961-3p_CGG#0	0.00000000	0.00000000	0.00000000	0.01888159
atlasMiR-162961-5p_CGG#0	0.00000000	0.00000000	0.00000000	0.01888159
atlasMiR-80057-5p_CGG#3	0.00000000	0.00000000	0.00000000	0.01883476
atlasMiR-80057-3p_CGG#3	0.00000000	0.00000000	0.00000000	0.01883476
atlasMiR-80074-3p_CGG#5	0.00000000	0.00000000	0.00000000	0.01883476
atlasMiR-162999-5p_CGGG#4	0.00000000	0.00000000	0.00000000	0.01883476
atlasMiR-162999-3p_CGGG#4	0.00000000	0.00000000	0.00000000	0.01883476
atlasMiR-80115-5p_CGGG#3	0.00000000	0.00000000	0.00000000	0.01874605
atlasMiR-80115-3p_CGGG#3	0.00000000	0.00000000	0.00000000	0.01874605
atlasMiR-163058_CGG#1	0.009577506	0.000000000	0.000000000	0.000000000
atlasMiR-80162-5p_CGG#2	0.009577506	0.000000000	0.000000000	0.000000000
atlasMiR-163058-3p_CGG#1	0.009577506	0.000000000	0.000000000	0.000000000
atlasMiR-163058-5p_CGG#1	0.0079384840	0.0000000000	0.0008792673	0.0000000000
atlasMiR-80162-3p_CGG#2	0.00000000	0.00000000	0.00000000	0.01864887
atlasMiR-163192-3p_CGGGG#4	0.000000000	0.000000000	0.003178647	0.007307125
atlasMiR-163192-5p_CGGGG#4	0.00953313	0.00000000	0.00000000	0.00000000
atlasMiR-80318-5p_CGGGG#4	0.009457231	0.000000000	0.000000000	0.000000000
atlasMiR-163204-5p_CGGGG#4	0.000000000	0.000000000	0.005151588	0.000000000
atlasMiR-163203-3p_CGGGG#4	0.000000000	0.000000000	0.005151588	0.000000000
atlasMiR-80318-3p_CGGGG#4	0.000000000	0.000000000	0.005147468	0.000000000
atlasMiR-163203-5p_CGGGG#4	0.000000000	0.000000000	0.005146947	0.000000000
atlasMiR-163204-3p_CGGGG#4	0.000000000	0.000000000	0.005146947	0.000000000
atlasMiR-80323-5p_CGGGG#4	0.001198023	0.000000000	0.003401244	0.003850615
atlasMiR-80323-3p_CGGGG#4	0.000000000	0.000000000	0.005132701	0.000000000
atlasMiR-80324-3p_CGG#5	0.00000000	0.00000000	0.00511567	0.00000000
atlasMiR-80325-5p_CGG#2	0.009325929	0.000000000	0.000000000	0.000000000
atlasMiR-163208-3p_CGG#3	0.009325929	0.000000000	0.000000000	0.000000000
atlasMiR-163208-5p_CGG#3	0.009325929	0.000000000	0.000000000	0.000000000
atlasMiR-80325-3p_CGG#2	0.00000000	0.00000000	0.00000000	0.01822126
atlasMiR-80326-5p_CGGGG#4	0.00000000	0.00000000	0.00000000	0.01813581
atlasMiR-80326-3p_CGGGG#4	0.00000000	0.00000000	0.00000000	0.01804669
atlasMiR-163213_CG#1	0.000000000	0.000000000	0.005059064	0.000000000
atlasMiR-163213-5p_CG#1	0.005169023	0.000000000	0.002216921	0.000000000
atlasMiR-163213-3p_CG#1	0.009209991	0.000000000	0.000000000	0.000000000
atlasMiR-163215-5p_CGGGG#4	0.009209991	0.000000000	0.000000000	0.000000000
atlasMiR-163215-3p_CGGGG#4	0.009209991	0.000000000	0.000000000	0.000000000
atlasMiR-163241-5p_CGG#2	0.009209991	0.000000000	0.000000000	0.000000000
atlasMiR-163241-3p_CGG#2	0.009209991	0.000000000	0.000000000	0.000000000
atlasMiR-163245-3p_CGG#3	0.009209991	0.000000000	0.000000000	0.000000000
atlasMiR-163245-5p_CGG#3	0.009209991	0.000000000	0.000000000	0.000000000
atlasMiR-163251-5p_CGG#3	0.000000000	0.000000000	0.004988676	0.000000000
atlasMiR-163251-3p_CGG#3	0.00000000	0.00000000	0.00000000	0.01777318
atlasMiR-163264_CGG#1	0.00908074	0.00000000	0.00000000	0.00000000
atlasMiR-163264-3p_CGG#1	0.00905472	0.00000000	0.00000000	0.00000000
atlasMiR-163264-5p_CGG#1	0.00905472	0.00000000	0.00000000	0.00000000
atlasMiR-163275-5p_CGGGG#3	0.00905472	0.00000000	0.00000000	0.00000000
atlasMiR-163286-5p_CGGGG#4	0.00905472	0.00000000	0.00000000	0.00000000
atlasMiR-163286-3p_CGGGG#4	0.009039543	0.000000000	0.000000000	0.000000000
atlasMiR-163301-3p_CG#1	0.009039543	0.000000000	0.000000000	0.000000000
atlasMiR-163325-5p_CGG#3	0.009023552	0.000000000	0.000000000	0.000000000
atlasMiR-163324-3p_CGG#3	0.000000000	0.000000000	0.004943728	0.000000000
atlasMiR-163324-5p_CGG#3	0.000000000	0.000000000	0.004939118	0.000000000
atlasMiR-163325-3p_CGG#3	0.000000000	0.000000000	0.004939118	0.000000000
atlasMiR-163379-5p_CGGGG#3	0.009002912	0.000000000	0.000000000	0.000000000
atlasMiR-163379-3p_CGGGG#3	0.00900034	0.00000000	0.00000000	0.00000000
atlasMiR-80465-5p_CGGGG#3	0.008980776	0.000000000	0.000000000	0.000000000
atlasMiR-80465-3p_CGGGG#3	0.008980776	0.000000000	0.000000000	0.000000000
atlasMiR-163380-5p_CGCGG#4	0.008976447	0.000000000	0.000000000	0.000000000
